0	661	0	0	0	0	0	0	0	0	0	0	0	439	0	0	0	0	0	0	
0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	472	0	0	202	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	418	0	652	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	604	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	179	0	0	0	0	0	486	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	
0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
