237	473	544	382	557	198	483	259	609	671	564	650	66	361	665	655	66	23	341	63	500	610	183	332	339	576	697	423	364	449	575	99	136	140	514	394	564	383	98	261	
457	231	509	247	395	374	224	440	166	380	441	481	567	471	409	37	433	649	327	209	540	489	329	567	558	512	142	524	657	174	250	684	623	246	459	583	682	560	228	283	
527	524	149	638	480	22	385	281	502	355	462	484	377	628	105	438	123	535	340	457	57	603	153	275	122	615	237	158	567	629	587	420	118	215	566	63	437	569	484	206	
499	88	428	142	690	425	310	371	527	44	166	631	116	269	446	180	432	653	506	609	228	576	440	161	252	643	325	32	116	362	511	604	294	482	199	566	481	495	519	577	
338	202	409	202	128	76	559	407	501	628	255	337	420	285	340	504	645	380	321	501	654	313	182	159	564	499	268	605	143	44	684	101	511	552	596	425	165	119	650	552	
614	444	232	471	633	254	21	32	267	175	488	351	527	228	163	60	374	384	27	519	406	645	320	355	687	463	83	81	412	249	509	98	212	141	442	231	403	240	564	60	
114	476	112	378	389	95	584	375	215	20	492	354	552	343	356	671	226	349	329	147	50	134	60	652	389	478	609	28	530	216	98	235	417	457	386	599	565	414	85	200	
663	663	256	332	146	403	539	432	391	65	62	89	421	130	73	277	696	687	549	643	399	480	445	211	161	381	347	572	183	412	347	201	166	34	141	34	50	192	189	431	
259	337	369	559	486	306	272	125	652	57	232	35	465	144	83	668	464	677	456	161	658	587	309	449	94	469	106	691	666	104	464	195	148	668	631	694	137	242	632	548	
477	441	445	548	456	347	624	168	607	319	94	58	457	404	58	138	315	206	523	393	444	345	72	527	550	181	276	582	402	432	359	398	649	480	406	266	35	127	448	625	
592	600	300	281	210	504	529	217	639	302	596	472	592	581	382	243	159	502	666	146	636	77	462	670	415	594	237	210	452	551	477	449	77	176	397	83	219	413	390	665	
609	157	188	286	95	314	555	424	268	666	664	698	653	556	52	406	452	603	619	441	113	27	654	353	443	410	648	43	368	250	261	698	77	482	24	449	628	548	55	584	
390	646	513	604	47	145	64	227	128	633	237	442	519	579	649	295	328	643	621	389	219	256	205	428	328	619	688	207	23	202	305	138	507	129	613	174	629	236	544	433	
515	392	367	117	666	412	414	58	320	461	573	308	35	221	588	146	392	535	653	508	504	581	636	385	390	625	173	250	434	113	615	222	256	480	414	432	188	155	194	490	
168	224	289	529	29	287	430	233	176	68	54	699	316	291	603	636	242	368	27	477	493	69	41	153	52	39	352	31	648	26	498	516	361	553	556	240	166	671	103	42	
151	117	377	351	529	78	137	124	71	587	405	105	80	441	41	300	522	116	619	384	299	470	613	642	607	607	447	564	90	618	250	294	345	659	343	437	536	164	84	100	
626	75	580	166	212	558	559	700	669	234	224	480	330	524	581	596	356	646	117	153	30	68	53	230	427	312	513	530	178	566	135	111	210	573	650	98	521	659	171	484	
614	385	328	316	380	601	668	487	563	386	469	631	297	280	153	546	687	81	414	228	193	325	44	593	148	466	462	233	576	87	481	530	683	66	454	625	98	276	176	432	
315	135	591	213	144	92	555	42	591	473	305	301	56	501	405	461	397	113	666	549	441	47	95	158	37	421	478	647	293	510	159	453	103	37	648	550	280	125	457	204	
686	350	491	547	119	648	147	352	564	233	216	615	477	342	403	353	92	282	486	150	600	46	183	56	673	611	196	287	470	317	569	253	699	47	101	682	211	177	316	573	
313	497	91	582	407	409	180	84	222	628	91	44	451	47	324	249	71	549	358	53	299	481	133	252	592	626	243	78	342	87	585	472	682	330	211	632	627	453	586	361	
346	506	201	459	463	66	661	243	137	359	319	697	313	196	241	248	266	340	614	272	591	356	421	315	161	414	637	269	29	75	69	161	546	537	435	242	623	465	239	363	
48	74	384	312	310	365	358	694	577	696	214	615	110	20	637	464	264	300	80	140	304	246	533	383	615	468	380	75	242	410	83	59	527	120	59	562	84	427	54	254	
398	203	655	360	198	380	438	207	562	131	46	414	373	227	241	70	454	673	544	462	562	540	242	247	564	331	527	220	576	344	214	595	492	35	468	298	530	25	175	439	
467	215	690	501	670	115	281	114	264	622	229	334	284	513	55	164	267	52	66	325	381	592	44	678	105	103	215	461	652	316	431	135	409	397	560	68	37	253	263	580	
652	689	691	210	286	693	92	639	84	258	436	369	41	506	101	223	124	501	85	268	630	394	659	483	546	375	25	306	682	428	218	93	179	636	287	106	580	229	470	345	
160	163	62	376	54	638	442	136	196	425	230	297	443	313	160	353	455	635	698	522	430	121	117	389	192	574	376	504	594	336	478	250	244	510	362	280	651	40	163	417	
596	474	34	367	285	373	100	120	327	138	75	138	149	342	345	286	182	162	492	390	144	164	553	243	172	545	516	154	626	294	87	622	424	478	84	362	421	285	395	215	
443	578	459	652	341	105	326	675	661	120	301	390	335	478	511	535	501	121	66	336	256	125	304	238	653	422	643	478	81	661	63	549	184	481	401	480	404	479	110	669	
